UDI,Product ID,Type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,Machine failure,TWF,HDF,PWF,OSF,RNF
375,L00183,L,297.8,307.7,1594,48.5,232,1,1,0,0,1,0
376,L00184,L,300.8,310.6,1877,26.6,120,0,0,0,0,0,0
377,H00074,H,304.9,314.4,1469,63.6,16,1,0,0,1,0,0
378,L00185,L,301.6,311.5,1505,39.8,139,0,0,0,0,0,0
379,H00075,H,298.3,307.0,1580,52.1,0,0,0,0,0,0,0
380,L00186,L,302.3,312.7,1710,14.9,183,1,0,0,1,0,0
381,L00187,L,299.4,307.1,1342,37.3,22,1,0,1,0,0,0
382,M00120,M,302.7,312.7,1556,25.4,6,0,0,0,0,0,0
383,M00121,M,301.6,311.0,1168,31.4,77,0,0,0,0,0,0
384,H00076,H,294.1,305.1,1489,40.5,168,0,0,0,0,0,0
385,M00122,M,298.0,309.8,1730,36.7,235,1,1,0,0,0,0
386,H00077,H,301.9,311.6,1408,53.1,52,0,0,0,0,0,0
387,L00188,L,300.3,311.7,1569,57.7,231,1,0,0,1,1,0
388,L00189,L,298.0,307.7,1443,30.3,6,0,0,0,0,0,0
389,M00123,M,298.7,307.7,1384,35.1,205,0,0,0,0,0,0
390,H00078,H,296.2,307.9,1711,29.7,97,0,0,0,0,0,0
391,H00079,H,299.8,310.3,1350,51.6,193,0,0,0,0,0,0
392,L00190,L,304.4,314.4,1590,41.6,83,0,0,0,0,0,0
393,L00191,L,301.6,312.3,1593,40.3,208,0,0,0,0,0,0
394,M00124,M,304.4,314.7,1385,43.1,73,0,0,0,0,0,0
395,L00192,L,301.8,311.7,1565,36.9,180,0,0,0,0,0,0
396,H00080,H,302.1,310.8,1370,31.4,4,0,0,0,0,0,0
397,H00081,H,303.9,313.6,1631,40.5,96,0,0,0,0,0,0
398,L00193,L,300.8,311.4,1302,37.3,100,0,0,0,0,0,0
399,M00125,M,299.6,309.5,1477,43.5,163,0,0,0,0,0,0
400,M00126,M,302.1,313.0,1492,23.7,43,0,0,0,0,0,0
401,L00194,L,302.9,313.3,1737,41.9,109,0,0,0,0,0,0
402,H00082,H,299.0,308.1,1563,33.1,121,0,0,0,0,0,0
403,M00127,M,298.6,307.3,1708,41.5,138,0,0,0,0,0,0
404,H00083,H,300.3,310.1,1637,49.1,191,0,0,0,0,0,0
405,L00195,L,301.7,311.2,1636,34.4,148,0,0,0,0,0,0
406,H00084,H,301.6,311.9,1478,52.0,131,0,0,0,0,0,0
407,L00196,L,297.2,306.5,1720,22.6,88,0,0,0,0,0,0
408,L00197,L,303.8,313.2,1474,55.4,232,1,1,0,0,1,0
409,H00085,H,298.7,309.8,1228,52.4,34,0,0,0,0,0,0
410,L00198,L,299.5,309.6,1499,31.1,34,0,0,0,0,0,0
411,L00199,L,298.2,307.5,1619,31.2,34,0,0,0,0,0,0
412,H00086,H,305.4,315.4,1250,25.1,166,1,0,0,1,0,0
413,H00087,H,300.5,311.9,1379,49.2,32,0,0,0,0,0,0
414,M00128,M,298.3,308.6,1317,36.7,76,0,0,0,0,0,0
415,M00129,M,301.7,312.3,1678,36.0,67,0,0,0,0,0,0
416,L00200,L,301.5,310.7,1837,28.8,120,0,0,0,0,0,0
417,L00201,L,299.6,310.6,1500,58.1,171,1,0,0,1,0,0
418,L00202,L,301.7,314.0,1633,30.3,231,0,0,0,0,0,0
419,M00130,M,298.3,307.5,1628,40.2,50,0,0,0,0,0,0
420,M00131,M,299.0,307.8,1816,42.2,247,0,0,0,0,0,0
421,M00132,M,296.0,306.2,1421,36.0,37,0,0,0,0,0,0
422,M00133,M,297.4,308.3,1498,34.0,41,0,0,0,0,0,0
423,L00203,L,303.6,313.5,1477,36.3,172,0,0,0,0,0,0
424,L00204,L,303.3,312.2,1551,45.7,29,0,0,0,0,0,0
425,L00205,L,300.1,310.0,1986,36.5,218,0,0,0,0,0,0
426,M00134,M,303.3,313.9,1543,56.3,162,1,0,0,1,0,0
427,L00206,L,299.7,309.3,1385,32.2,27,0,0,0,0,0,0
428,H00088,H,299.5,310.1,1331,47.5,168,0,0,0,0,0,0
429,L00207,L,300.1,311.3,1762,22.4,105,0,0,0,0,0,0
430,L00208,L,299.8,310.0,1384,32.2,172,0,0,0,0,0,0
431,L00209,L,299.6,309.6,1656,31.8,47,0,0,0,0,0,0
432,M00135,M,302.3,313.1,1416,29.0,54,0,0,0,0,0,0
433,M00136,M,300.3,309.4,1311,42.8,135,0,0,0,0,0,0
434,L00210,L,301.4,310.4,1646,38.9,153,0,0,0,0,0,0
435,L00211,L,302.1,311.8,1425,17.2,106,1,0,0,1,0,0
436,M00137,M,300.8,310.3,1614,60.0,225,1,0,0,1,1,0
437,L00212,L,298.1,307.3,1627,41.8,124,0,0,0,0,0,0
438,H00089,H,297.3,309.1,1635,40.0,114,0,0,0,0,0,0
439,M00138,M,300.3,312.5,1490,53.1,156,0,0,0,0,0,0
440,L00213,L,299.7,309.3,1660,49.9,54,0,0,0,0,0,0
441,L00214,L,300.2,310.3,1372,37.0,193,0,0,0,0,0,0
442,H00090,H,300.0,309.8,1168,20.5,69,1,0,0,1,0,0
443,L00215,L,305.2,316.3,1664,45.6,47,0,0,0,0,0,0
444,L00216,L,297.3,308.6,1567,30.4,207,0,0,0,0,0,0
445,H00091,H,296.0,304.2,1428,52.4,6,0,0,0,0,0,0
446,H00092,H,300.7,311.2,1274,32.2,74,0,0,0,0,0,0
447,H00093,H,299.2,307.9,1173,35.5,122,0,0,0,0,0,0
448,M00139,M,300.6,312.4,1547,26.6,79,0,0,0,0,0,0
449,L00217,L,301.2,311.6,1833,27.4,133,0,0,0,0,0,0
450,L00218,L,302.6,311.8,1513,38.9,164,0,0,0,0,0,0
451,M00140,M,297.0,306.8,1473,38.0,136,0,0,0,0,0,0
452,M00141,M,298.9,308.6,1533,35.2,2,0,0,0,0,0,0
453,L00219,L,300.9,311.4,1928,60.5,180,1,0,0,1,0,0
454,H00094,H,301.5,312.5,1672,46.0,92,0,0,0,0,0,0
455,L00220,L,304.4,313.3,1370,40.1,116,0,0,0,0,0,0
456,L00221,L,301.9,313.7,1543,12.4,135,1,0,0,1,0,0
457,L00222,L,299.9,311.5,1597,48.3,167,0,0,0,0,0,0
458,L00223,L,298.2,307.3,1348,69.9,16,1,0,0,1,0,0
459,L00224,L,298.9,309.0,1673,38.1,125,0,0,0,0,0,0
460,L00225,L,298.8,310.5,1391,31.9,229,0,0,0,0,0,0
461,L00226,L,301.3,312.5,1267,41.6,107,0,0,0,0,0,0
462,M00142,M,300.5,310.2,1551,25.7,197,0,0,0,0,0,0
463,M00143,M,297.4,308.2,1523,44.6,46,0,0,0,0,0,0
464,M00144,M,299.1,312.1,1537,55.0,10,0,0,0,0,0,0
465,H00095,H,301.8,311.9,1401,33.3,137,0,0,0,0,0,0
466,L00227,L,300.7,310.1,1426,33.6,60,0,0,0,0,0,0
467,L00228,L,301.1,311.3,1739,39.2,129,0,0,0,0,0,0
468,H00096,H,300.8,311.0,1616,35.0,244,1,1,0,0,0,0
469,L00229,L,303.3,312.8,1366,24.9,156,0,0,0,0,0,0
470,H00097,H,300.5,310.9,1188,36.1,69,0,0,0,0,0,0
471,L00230,L,299.2,307.9,1374,34.1,50,0,0,0,0,0,0
472,H00098,H,298.2,307.5,1566,53.7,240,0,0,0,0,0,0
473,L00231,L,300.5,311.3,1424,51.6,72,0,0,0,0,0,0
474,H00099,H,295.1,303.3,1410,54.0,127,0,0,0,0,0,0
475,M00145,M,299.6,310.5,1432,48.0,193,0,0,0,0,0,0
476,H00100,H,299.6,307.6,1524,42.1,67,0,0,0,0,0,0
477,L00232,L,297.3,305.6,1678,31.3,56,0,0,0,0,0,0
478,M00146,M,298.1,307.6,1537,53.3,168,0,0,0,0,0,0
479,H00101,H,301.6,311.9,1549,43.5,231,0,0,0,0,0,0
480,M00147,M,300.5,311.8,1497,27.5,93,0,0,0,0,0,0
481,M00148,M,300.2,310.3,1448,30.9,191,0,0,0,0,0,0
482,M00149,M,300.6,310.4,1698,27.4,131,0,0,0,0,0,0
483,L00233,L,300.2,310.8,1670,19.5,128,1,0,0,1,0,0
484,M00150,M,302.5,311.6,1904,43.9,234,0,0,0,0,0,0
485,M00151,M,300.2,310.3,1647,27.6,202,0,0,0,0,0,0
486,H00102,H,297.1,305.9,1448,32.4,6,0,0,0,0,0,0
487,L00234,L,303.3,313.4,1376,40.4,81,0,0,0,0,0,0
488,L00235,L,300.7,310.6,1708,38.1,135,0,0,0,0,0,0
489,H00103,H,298.8,308.0,1392,32.9,93,0,0,0,0,0,0
490,H00104,H,297.5,307.7,1682,55.2,78,1,0,0,1,0,0
491,L00236,L,300.8,311.0,1401,24.7,185,0,0,0,0,0,0
492,M00152,M,299.8,311.0,1600,25.2,9,0,0,0,0,0,0
493,L00237,L,303.1,311.5,1348,44.6,109,1,0,1,0,0,0
494,L00238,L,299.3,309.2,1677,33.7,193,0,0,0,0,0,0
495,L00239,L,298.3,307.5,1317,33.3,105,0,0,0,0,0,0
496,L00240,L,301.8,312.7,1586,29.2,114,0,0,0,0,0,0
497,M00153,M,301.9,312.7,1502,43.4,206,0,0,0,0,0,0
498,L00241,L,300.3,310.8,1556,42.3,149,0,0,0,0,0,0
499,H00105,H,301.4,310.7,1467,41.2,179,0,0,0,0,0,0
500,H00106,H,299.9,310.8,1462,34.2,225,0,0,0,0,0,0
501,M00154,M,300.5,309.0,1565,32.5,176,0,0,0,0,0,0
502,M00155,M,302.3,310.6,1358,38.4,66,1,0,1,0,0,0
503,L00242,L,301.3,310.0,1357,49.7,3,0,0,0,0,0,0
504,H00107,H,299.7,309.7,1473,55.7,88,0,0,0,0,0,0
505,M00156,M,302.7,313.4,1466,51.1,184,0,0,0,0,0,0
506,L00243,L,295.3,302.3,1358,45.1,68,1,0,1,0,0,0
507,H00108,H,304.1,315.4,1703,49.8,203,0,0,0,0,0,0
508,H00109,H,296.6,306.7,1478,28.2,52,0,0,0,0,0,0
509,H00110,H,298.7,307.1,1497,32.9,182,0,0,0,0,0,0
510,M00157,M,299.9,310.0,1300,45.2,151,0,0,0,0,0,0
511,M00158,M,299.7,310.8,1908,38.8,82,0,0,0,0,0,0
512,L00244,L,302.0,312.6,1972,43.4,223,0,0,0,0,0,0
513,H00111,H,297.9,309.0,1398,49.8,126,0,0,0,0,0,0
514,H00112,H,300.5,309.1,1757,48.2,139,0,0,0,0,0,0
515,L00245,L,298.8,308.4,1521,29.1,228,0,0,0,0,0,0
516,L00246,L,300.6,309.7,1825,40.1,182,0,0,0,0,0,0
517,L00247,L,299.9,311.6,1598,30.8,46,0,0,0,0,0,0
518,H00113,H,300.2,310.8,1555,32.2,26,0,0,0,0,0,0
519,H00114,H,298.9,311.7,1168,22.9,145,1,0,0,1,0,0
520,L00248,L,299.0,308.5,1380,41.3,216,0,0,0,0,0,0
521,M00159,M,300.6,309.9,1541,22.2,50,0,0,0,0,0,0
522,L00249,L,301.9,311.8,1573,43.9,86,0,0,0,0,0,0
523,H00115,H,298.8,310.2,1320,53.6,187,0,0,0,0,0,0
524,H00116,H,298.3,307.9,1407,45.3,184,0,0,0,0,0,0
525,H00117,H,301.2,311.3,1637,40.5,120,0,0,0,0,0,0
526,L00250,L,299.9,310.0,1290,55.3,66,0,0,0,0,0,0
527,L00251,L,301.7,311.7,1561,43.3,1,0,0,0,0,0,0
528,L00252,L,298.2,307.5,1759,31.4,138,0,0,0,0,0,0
529,L00253,L,296.4,306.3,1606,41.3,237,0,0,0,0,0,0
530,H00118,H,298.9,308.7,1598,59.6,244,1,1,0,1,1,0
531,H00119,H,298.5,308.5,1176,29.1,100,0,0,0,0,0,0
532,H00120,H,299.8,310.7,1390,26.2,221,0,0,0,0,0,0
533,H00121,H,298.7,310.5,1905,46.1,140,1,0,0,1,0,0
534,M00160,M,301.5,310.7,1430,37.8,167,0,0,0,0,0,0
535,M00161,M,299.4,309.0,1764,34.7,133,0,0,0,0,0,0
536,H00122,H,300.3,309.5,1428,27.4,11,0,0,0,0,0,0
537,H00123,H,300.3,310.5,1488,20.5,230,1,0,0,1,0,0
538,L00254,L,300.4,309.9,1630,25.4,42,0,0,0,0,0,0
539,L00255,L,300.0,310.2,1556,56.1,71,1,0,0,1,0,0
540,L00256,L,301.0,312.1,1606,39.9,72,0,0,0,0,0,0
541,H00124,H,298.4,305.9,1391,20.4,3,1,0,0,1,0,0
542,M00162,M,302.8,313.3,1334,51.8,164,0,0,0,0,0,0
543,L00257,L,299.5,309.0,1379,52.3,163,0,0,0,0,0,0
544,M00163,M,297.4,307.9,1442,52.3,31,0,0,0,0,0,0
545,M00164,M,300.4,309.5,1496,35.8,184,0,0,0,0,0,0
546,L00258,L,298.3,309.5,1723,37.3,139,0,0,0,0,0,0
547,L00259,L,301.3,312.2,1553,41.4,145,0,0,0,0,0,0
548,M00165,M,304.4,315.0,1624,54.0,188,1,0,0,1,0,0
549,M00166,M,298.4,309.2,1563,34.5,30,0,0,0,0,0,0
550,M00167,M,300.7,310.0,1338,32.5,238,1,1,0,0,0,0
551,M00168,M,296.5,305.9,1541,47.0,167,0,0,0,0,0,0
552,H00125,H,300.9,311.7,1561,52.1,106,0,0,0,0,0,0
553,M00169,M,298.2,307.4,1674,39.5,173,0,0,0,0,0,0
554,M00170,M,298.8,310.2,1346,46.7,166,0,0,0,0,0,0
555,H00126,H,297.8,307.5,1172,41.1,62,0,0,0,0,0,0
556,L00260,L,301.5,312.0,1569,37.5,220,0,0,0,0,0,0
557,L00261,L,302.0,314.1,1601,31.7,239,1,1,0,0,0,0
558,L00262,L,300.0,309.3,1505,28.5,54,0,0,0,0,0,0
559,M00171,M,298.3,308.4,1543,33.9,39,0,0,0,0,0,0
560,M00172,M,303.2,314.3,1695,30.2,156,0,0,0,0,0,0
561,M00173,M,298.5,309.5,1455,42.8,218,0,0,0,0,0,0
562,L00263,L,295.7,305.4,1488,52.2,138,0,0,0,0,0,0
563,L00264,L,300.9,310.4,1552,42.0,96,0,0,0,0,0,0
564,L00265,L,297.8,307.6,1319,30.8,240,0,0,0,0,0,0
565,L00266,L,302.0,313.4,1510,48.6,38,0,0,0,0,0,0
566,M00174,M,299.2,308.9,1526,43.0,209,0,0,0,0,0,0
567,L00267,L,301.2,311.3,1831,44.9,171,0,0,0,0,0,0
568,L00268,L,302.8,312.4,1484,34.8,19,0,0,0,0,0,0
569,H00127,H,297.6,308.3,1573,51.3,219,0,0,0,0,0,0
570,L00269,L,298.9,309.1,1702,51.3,213,1,0,0,1,0,0
571,M00175,M,299.8,308.8,1388,38.2,95,0,0,0,0,0,0
572,M00176,M,303.1,312.1,1784,47.2,84,0,0,0,0,0,0
573,L00270,L,298.7,306.7,1853,51.0,100,1,0,0,1,0,0
574,M00177,M,298.8,308.0,1532,35.3,26,0,0,0,0,0,0
575,H00128,H,301.0,311.8,1441,39.2,37,0,0,0,0,0,0
576,H00129,H,298.8,310.1,1829,40.8,217,0,0,0,0,0,0
577,L00271,L,300.3,311.0,1680,29.0,86,0,0,0,0,0,0
578,H00130,H,296.9,307.5,1552,44.4,97,0,0,0,0,0,0
579,L00272,L,304.4,314.3,1793,50.2,75,1,0,0,1,0,0
580,L00273,L,297.3,308.1,1774,38.6,10,0,0,0,0,0,0
581,L00274,L,299.4,309.7,1477,43.4,163,0,0,0,0,0,0
582,H00131,H,299.9,311.7,1582,54.0,159,0,0,0,0,0,0
583,L00275,L,303.8,313.7,1641,35.9,230,0,0,0,0,0,0
584,L00276,L,297.4,308.7,1543,43.6,228,1,1,0,0,0,0
585,M00178,M,304.0,314.9,1289,34.3,106,0,0,0,0,0,0
586,L00277,L,301.5,312.2,1370,34.0,189,0,0,0,0,0,0
587,L00278,L,300.8,308.8,1294,43.4,123,1,0,1,0,0,0
588,L00279,L,298.0,308.9,1626,42.4,15,0,0,0,0,0,0
589,L00280,L,301.1,311.0,1326,45.6,41,0,0,0,0,0,0
590,L00281,L,298.6,308.2,1572,40.8,158,0,0,0,0,0,0
591,L00282,L,302.5,311.0,1865,44.7,232,0,0,0,0,0,0
592,M00179,M,298.1,308.1,1793,56.7,69,1,0,0,1,0,0
593,L00283,L,299.8,309.8,1209,50.6,12,0,0,0,0,0,0
594,L00284,L,298.9,307.6,1309,43.4,35,0,0,0,0,0,0
595,H00132,H,298.0,306.5,1399,45.0,74,0,0,0,0,0,0
596,L00285,L,301.5,312.0,1328,37.0,138,0,0,0,0,0,0
597,M00180,M,301.1,312.0,1241,38.4,123,0,0,0,0,0,0
598,L00286,L,302.4,312.6,1536,44.9,125,0,0,0,0,0,0
599,L00287,L,296.4,307.6,1664,40.9,47,0,0,0,0,0,0
600,L00288,L,302.1,312.0,1708,47.9,249,1,1,0,0,1,0
601,L00289,L,305.0,314.9,1453,52.7,147,0,0,0,0,0,0
602,L00290,L,299.1,308.2,1489,39.0,156,0,0,0,0,0,0
603,L00291,L,303.8,312.2,1601,19.9,18,1,0,0,1,0,0
604,L00292,L,299.5,311.4,1518,60.3,124,1,0,0,1,0,0
605,L00293,L,297.3,308.4,1683,33.5,221,1,1,0,0,0,0
606,L00294,L,299.4,308.0,1615,42.0,133,0,0,0,0,0,0
607,L00295,L,302.1,312.3,1470,47.3,55,0,0,0,0,0,0
608,L00296,L,298.3,308.2,1205,54.1,208,1,0,0,0,1,0
609,M00181,M,298.8,308.5,1806,58.1,126,1,0,0,1,0,0
610,M00182,M,301.2,310.8,1415,36.4,209,1,1,0,0,0,0
611,L00297,L,300.0,310.4,1602,51.9,99,0,0,0,0,0,0
612,M00183,M,301.2,312.0,1194,42.0,118,0,0,0,0,0,0
613,M00184,M,300.5,310.9,1535,67.4,145,1,0,0,1,0,0
614,L00298,L,301.0,310.9,1555,51.0,234,1,0,0,0,1,0
615,H00133,H,299.1,308.9,1564,38.2,203,0,0,0,0,0,0
616,H00134,H,300.5,311.4,2077,32.1,41,0,0,0,0,0,0
617,L00299,L,298.1,308.6,1425,13.7,59,1,0,0,1,0,0
618,L00300,L,302.6,312.7,1684,46.7,55,0,0,0,0,0,0
619,H00135,H,298.7,308.7,1631,50.1,2,0,0,0,0,0,0
620,M00185,M,302.3,312.6,1416,47.5,238,1,1,0,0,0,0
621,L00301,L,299.5,309.0,1682,16.5,209,1,0,0,1,0,0
622,L00302,L,300.4,311.2,1508,27.4,207,0,0,0,0,0,0
623,L00303,L,299.0,307.9,1694,44.8,166,0,0,0,0,0,0
624,L00304,L,298.0,307.6,1889,57.9,42,1,0,0,1,0,0
625,M00186,M,296.5,307.1,1564,39.4,155,0,0,0,0,0,0
626,L00305,L,297.9,306.8,1487,50.9,169,0,0,0,0,0,0
627,L00306,L,299.4,307.8,1726,29.7,136,0,0,0,0,0,0
628,M00187,M,300.4,310.5,1788,42.1,83,0,0,0,0,0,0
629,L00307,L,302.0,310.3,1379,37.3,17,1,0,1,0,0,0
630,L00308,L,299.1,307.8,1456,51.9,88,0,0,0,0,0,0
631,M00188,M,298.2,309.0,1658,34.6,249,1,1,0,0,0,0
632,H00136,H,297.1,306.9,1514,56.8,20,1,0,0,1,0,0
633,M00189,M,301.0,312.3,1367,36.9,236,0,0,0,0,0,0
634,M00190,M,302.8,311.6,1634,29.3,153,0,0,0,0,0,0
635,L00309,L,302.5,312.4,1658,29.6,22,0,0,0,0,0,0
636,L00310,L,301.4,311.8,1478,33.8,137,0,0,0,0,0,0
637,M00191,M,301.3,310.1,1548,43.7,244,1,1,0,0,0,0
638,L00311,L,303.4,314.4,1434,33.9,171,0,0,0,0,0,0
639,L00312,L,300.7,311.2,1341,31.8,12,0,0,0,0,0,0
640,L00313,L,301.3,309.7,1449,48.9,180,0,0,0,0,0,0
641,L00314,L,299.4,309.4,1551,7.9,245,1,0,0,1,0,0
642,L00315,L,297.3,307.7,1273,35.7,36,0,0,0,0,0,0
643,L00316,L,298.6,308.0,1462,26.7,183,0,0,0,0,0,0
644,L00317,L,300.0,308.5,1553,31.3,186,0,0,0,0,0,0
645,L00318,L,300.1,310.4,1751,42.4,139,0,0,0,0,0,0
646,H00137,H,303.9,316.1,1482,37.9,227,0,0,0,0,0,0
647,M00192,M,300.2,309.8,1314,37.0,2,0,0,0,0,0,0
648,M00193,M,302.4,314.0,1500,51.9,141,0,0,0,0,0,0
649,M00194,M,299.1,308.3,1436,39.9,162,0,0,0,0,0,0
650,L00319,L,299.4,309.6,1636,58.1,97,1,0,0,1,0,0
651,L00320,L,297.3,308.1,1477,47.1,231,1,1,0,0,0,0
652,M00195,M,298.5,308.5,1168,30.3,92,0,0,0,0,0,0
653,M00196,M,301.1,310.8,2198,59.3,157,1,0,0,1,0,0
654,M00197,M,300.0,310.7,1563,42.8,70,0,0,0,0,0,0
655,L00321,L,301.9,313.8,1553,58.7,117,1,0,0,1,0,0
656,L00322,L,300.4,310.7,1262,37.3,193,0,0,0,0,0,0
657,L00323,L,299.3,308.8,1275,42.7,145,0,0,0,0,0,0
658,L00324,L,304.3,314.1,1521,44.3,25,0,0,0,0,0,0
659,M00198,M,299.8,312.3,1598,38.3,208,0,0,0,0,0,0
660,M00199,M,302.3,312.4,1663,52.7,173,1,0,0,1,0,0
661,L00325,L,299.2,308.6,1580,59.3,139,1,0,0,1,0,0
662,H00138,H,301.4,310.3,1325,17.1,185,1,0,0,1,0,0
663,M00200,M,301.9,310.1,1168,48.1,241,1,0,1,0,0,0
664,L00326,L,300.4,310.8,1520,31.1,56,0,0,0,0,0,0
665,L00327,L,295.3,306.0,1442,14.1,159,1,0,0,1,0,0
666,L00328,L,300.0,309.6,1311,45.2,112,0,0,0,0,0,0
667,L00329,L,302.5,312.5,1686,45.2,220,0,0,0,0,0,0
668,L00330,L,301.1,309.9,1255,46.8,239,1,0,0,0,1,0
669,L00331,L,300.9,311.0,1648,43.7,63,0,0,0,0,0,0
670,L00332,L,296.6,307.1,1285,48.8,201,0,0,0,0,0,0
671,L00333,L,298.6,308.1,1562,34.0,227,0,0,0,0,0,0
672,H00139,H,300.8,312.5,1705,42.6,65,0,0,0,0,0,0
673,L00334,L,300.8,310.0,1477,47.0,164,0,0,0,0,0,0
674,M00201,M,302.4,312.7,1840,53.5,141,1,0,0,1,0,0
675,L00335,L,299.7,310.5,1881,40.4,137,0,0,0,0,0,0
676,H00140,H,300.8,310.7,1580,37.9,103,0,0,0,0,0,0
677,L00336,L,300.0,309.8,1634,39.4,192,0,0,0,0,0,0
678,L00337,L,298.0,306.6,1727,28.1,63,0,0,0,0,0,0
679,H00141,H,295.5,306.9,1635,47.7,168,0,0,0,0,0,0
680,H00142,H,300.9,310.7,1616,25.4,118,0,0,0,0,0,0
681,H00143,H,300.3,310.8,1444,43.9,20,0,0,0,0,0,0
682,L00338,L,298.8,309.5,1235,40.8,196,0,0,0,0,0,0
683,L00339,L,296.8,306.2,1289,24.5,8,1,0,0,1,0,0
684,M00202,M,301.3,311.1,1964,25.1,136,0,0,0,0,0,0
685,H00144,H,299.5,310.8,1595,31.5,145,0,0,0,0,0,0
686,M00203,M,301.1,310.0,1494,36.6,119,0,0,0,0,0,0
687,M00204,M,303.7,315.8,1764,54.8,68,1,0,0,1,0,0
688,L00340,L,295.7,305.0,1403,38.9,61,0,0,0,0,0,0
689,M00205,M,298.6,307.4,1642,45.5,143,0,0,0,0,0,0
690,L00341,L,299.6,309.7,1551,52.7,225,1,0,0,0,1,0
691,L00342,L,302.9,315.1,1620,50.7,120,0,0,0,0,0,0
692,L00343,L,296.7,304.8,1477,39.9,3,0,0,0,0,0,0
693,M00206,M,303.9,313.8,1365,32.9,148,0,0,0,0,0,0
694,L00344,L,300.3,310.8,1390,45.0,118,0,0,0,0,0,0
695,L00345,L,299.8,309.8,1397,33.1,113,0,0,0,0,0,0
696,M00207,M,299.6,310.0,1537,58.1,100,1,0,0,1,0,0
697,L00346,L,299.1,308.4,1259,48.7,231,1,0,0,0,1,0
698,M00208,M,302.1,311.5,1314,42.1,171,0,0,0,0,0,0
699,L00347,L,297.9,307.8,1562,45.1,205,0,0,0,0,0,0
700,L00348,L,300.7,309.6,1515,41.8,218,0,0,0,0,0,0
701,M00209,M,299.2,309.2,1572,36.3,112,0,0,0,0,0,0
702,L00349,L,298.5,308.1,1529,45.0,75,0,0,0,0,0,0
703,L00350,L,305.2,314.7,1988,37.6,154,0,0,0,0,0,0
704,L00351,L,300.8,311.1,1560,59.4,247,1,0,0,1,1,0
705,L00352,L,301.2,309.4,1470,33.1,161,0,0,0,0,0,0
706,H00145,H,302.3,312.1,1556,45.1,3,0,0,0,0,0,0
707,L00353,L,297.2,309.5,1720,32.2,234,0,0,0,0,0,0
708,H00146,H,303.5,312.4,1529,32.1,235,0,0,0,0,0,0
709,L00354,L,295.0,306.3,1660,22.1,50,0,0,0,0,0,0
710,M00210,M,298.5,308.6,1608,44.1,129,0,0,0,0,0,0
711,M00211,M,299.1,308.5,1486,34.7,233,0,0,0,0,0,0
712,M00212,M,301.2,309.9,1557,50.8,233,0,0,0,0,0,0
713,L00355,L,300.4,310.5,1824,44.1,159,0,0,0,0,0,0
714,L00356,L,299.7,311.2,1581,41.5,129,0,0,0,0,0,0
715,L00357,L,300.0,309.6,1361,25.9,57,0,0,0,0,0,0
716,H00147,H,298.0,307.9,1480,45.8,149,0,0,0,0,0,0
717,H00148,H,297.0,308.0,1168,33.4,18,0,0,0,0,0,0
718,H00149,H,301.5,311.8,1562,25.7,217,0,0,0,0,0,0
719,L00358,L,301.4,309.8,1772,44.3,19,0,0,0,0,0,0
720,M00213,M,303.2,313.3,1297,27.4,99,0,0,0,0,0,0
721,H00150,H,298.4,309.9,1564,19.1,145,1,0,0,1,0,0
722,L00359,L,301.4,311.4,1714,53.0,243,1,0,0,1,1,0
723,L00360,L,299.4,306.7,1733,34.4,177,0,0,0,0,0,0
724,M00214,M,302.4,312.8,1767,22.6,13,0,0,0,0,0,0
725,M00215,M,302.0,311.8,1203,30.4,19,0,0,0,0,0,0
726,H00151,H,300.4,308.6,1628,32.8,44,0,0,0,0,0,0
727,L00361,L,299.3,307.6,1268,51.4,87,1,0,1,0,0,0
728,M00216,M,301.9,312.9,1359,23.4,46,1,0,0,1,0,0
729,L00362,L,301.3,310.6,1684,26.6,238,1,1,0,0,0,0
730,L00363,L,298.6,307.7,1566,49.8,56,0,0,0,0,0,0
731,L00364,L,297.3,307.3,1668,35.5,30,0,0,0,0,0,0
732,H00152,H,299.4,308.8,1371,42.3,179,0,0,0,0,0,0
733,M00217,M,303.0,313.1,1801,35.1,99,0,0,0,0,0,0
734,M00218,M,302.3,312.1,1661,60.2,206,1,0,0,1,1,0
735,L00365,L,297.8,306.6,1697,27.1,45,0,0,0,0,0,0
736,H00153,H,297.7,307.2,1344,42.8,134,0,0,0,0,0,0
737,L00366,L,302.5,312.9,1747,55.0,48,1,0,0,1,0,0
738,H00154,H,297.7,307.7,1481,36.3,150,0,0,0,0,0,0
739,L00367,L,301.0,310.9,1428,32.5,220,1,1,0,0,0,0
740,L00368,L,298.8,310.7,1649,47.7,40,0,0,0,0,0,0
741,L00369,L,303.2,313.9,1642,50.0,131,0,0,0,0,0,0
742,L00370,L,298.5,309.4,1386,32.0,94,0,0,0,0,0,0
743,M00219,M,302.3,312.1,1906,54.6,81,1,0,0,1,0,0
744,M00220,M,300.4,310.6,1862,40.5,108,0,0,0,0,0,0
745,L00371,L,300.5,310.1,1646,45.1,158,0,0,0,0,0,0
746,H00155,H,296.1,306.9,1615,54.9,46,1,0,0,1,0,0
747,L00372,L,295.6,305.5,1597,47.7,99,0,0,0,0,0,0
748,M00221,M,299.6,309.8,1260,40.0,17,0,0,0,0,0,0
749,H00156,H,300.5,310.7,1558,33.3,201,0,0,0,0,0,0
750,M00222,M,297.7,307.7,1555,67.1,6,1,0,0,1,0,0
